"","forcedchoice","fox","msnbc","entertainment","med_pref","med_choice","actions_discuss","fair_4","friendly_4","good_4","quarrel_4","balanced_4","oneside_4","american_4","accurate_4","party1","party4"
"2335",1,NA,NA,1,2,NA,4,1,1,1,7,2,6,1,3,3,2
"2336",1,NA,NA,1,4,NA,4,4,4,7,4,4,4,7,4,1,NA
"2337",1,NA,NA,1,3,NA,3,4,4,4,4,4,4,4,4,3,2
"2338",1,1,NA,NA,1,NA,3,4,4,4,4,4,4,4,4,4,3
"2339",0,NA,NA,NA,1,2,4,5,4,5,4,5,2,5,5,2,NA
"2340",1,NA,NA,1,4,NA,2,1,1,2,2,2,1,1,1,1,NA
"2341",1,NA,1,NA,2,NA,2,4,3,3,4,3,4,4,3,1,NA
"2342",1,NA,1,NA,4,NA,3,3,4,3,4,3,5,3,3,2,NA
"2343",1,1,NA,NA,1,NA,4,3,3,4,5,3,5,2,3,2,NA
"2344",1,1,NA,NA,3,NA,4,6,1,6,2,6,6,6,5,3,2
"2345",0,NA,NA,NA,3,3,4,3,2,2,5,3,6,4,2,3,3
"2346",0,NA,NA,NA,4,4,3,3,3,4,4,3,3,5,3,2,NA
"2347",0,NA,NA,NA,3,3,4,3,2,3,4,3,5,4,3,3,2
"2348",0,NA,NA,NA,3,3,4,4,4,4,4,4,4,4,4,4,3
"2349",0,NA,NA,NA,1,1,3,4,3,3,5,3,5,2,3,3,1
"2350",0,NA,NA,NA,3,3,4,4,2,3,4,4,4,4,4,1,NA
"2351",0,NA,NA,NA,1,4,4,4,3,3,1,5,4,2,2,2,NA
"2352",0,NA,NA,NA,4,4,1,1,3,1,7,3,7,1,1,1,NA
"2353",1,NA,1,NA,1,NA,3,5,6,4,3,6,2,4,4,2,NA
"2354",0,NA,NA,NA,1,1,4,3,4,3,4,3,3,3,3,2,NA
"2355",1,NA,NA,1,1,NA,4,1,1,3,7,3,7,5,1,2,NA
"2356",1,NA,NA,1,4,NA,3,2,1,2,6,4,4,5,2,3,3
"2357",0,NA,NA,NA,4,4,7,5,3,4,4,4,4,1,3,2,NA
"2358",0,NA,NA,NA,3,3,4,3,3,3,5,3,5,4,3,1,NA
"2359",1,1,NA,NA,4,NA,3,4,5,2,3,3,2,3,4,2,NA
"2360",1,NA,1,NA,2,NA,1,1,1,1,7,1,7,1,1,1,NA
"2361",1,NA,NA,1,3,NA,4,3,1,2,5,4,6,2,2,3,3
"2362",1,1,NA,NA,3,NA,4,4,5,4,3,5,3,4,4,3,2
"2363",1,NA,NA,1,3,NA,3,3,3,3,5,3,4,3,3,1,NA
"2364",1,1,NA,NA,4,NA,3,3,4,3,4,4,4,3,3,3,3
"2365",1,1,NA,NA,3,NA,2,2,4,2,3,3,2,3,3,2,NA
"2366",1,1,NA,NA,4,NA,4,4,5,2,4,4,3,3,3,2,NA
"2367",1,NA,NA,1,1,NA,4,3,2,3,6,3,4,2,4,2,NA
"2368",0,NA,NA,NA,4,4,4,5,3,3,5,3,3,3,3,1,NA
"2369",1,NA,NA,1,3,NA,3,1,2,1,7,2,4,4,4,1,NA
"2370",0,NA,NA,NA,2,2,4,1,4,3,5,2,4,2,1,3,2
"2371",0,NA,NA,NA,1,1,4,1,3,2,4,3,5,1,3,3,1
"2372",1,NA,1,NA,4,NA,4,3,6,4,3,4,4,2,5,1,NA
"2373",1,NA,1,NA,2,NA,3,2,3,1,4,3,4,2,3,1,NA
"2374",0,NA,NA,NA,2,3,3,4,5,5,6,5,3,5,2,2,NA
"2375",1,NA,1,NA,1,NA,2,5,6,4,3,5,3,4,3,2,NA
"2376",1,1,NA,NA,2,NA,4,5,5,5,2,6,1,4,6,1,NA
"2377",1,1,NA,NA,1,NA,4,5,4,3,3,4,3,2,2,1,NA
"2378",0,NA,NA,NA,4,4,4,4,4,3,4,4,4,4,4,3,3
"2379",1,NA,1,NA,3,NA,2,3,3,2,3,3,4,2,2,3,2
"2380",0,NA,NA,NA,2,1,1,4,3,2,5,3,5,3,2,3,3
"2381",0,NA,NA,NA,2,2,3,2,5,3,3,3,5,2,3,1,NA
"2382",0,NA,NA,NA,2,2,1,1,1,2,5,1,4,1,1,1,NA
"2383",1,NA,1,NA,4,NA,3,5,5,4,2,7,1,3,4,2,NA
"2384",0,NA,NA,NA,3,1,4,3,3,3,5,3,5,3,3,2,NA
"2385",1,NA,NA,1,1,NA,3,4,2,4,4,2,5,5,3,1,NA
"2386",0,NA,NA,NA,4,4,2,4,1,3,3,1,5,3,4,3,3
"2387",1,NA,1,NA,4,NA,3,4,4,4,4,4,4,4,4,3,3
"2388",0,NA,NA,NA,1,1,3,3,5,3,3,3,5,1,1,3,2
"2389",0,NA,NA,NA,4,4,1,5,1,3,7,4,4,1,7,1,NA
"2390",1,NA,NA,1,4,NA,4,1,1,1,7,1,7,1,7,1,NA
"2391",0,NA,NA,NA,1,1,2,2,5,2,3,3,6,1,2,2,NA
"2392",0,NA,NA,NA,2,2,3,1,2,2,4,2,4,1,2,1,NA
"2393",1,NA,1,NA,3,NA,4,4,3,6,3,5,4,4,4,2,NA
"2394",0,NA,NA,NA,1,1,4,3,2,3,4,3,2,1,3,1,NA
"2395",1,1,NA,NA,4,NA,3,7,4,7,4,6,1,4,1,3,3
"2396",0,NA,NA,NA,3,3,1,3,3,3,6,3,4,3,3,2,NA
"2397",0,NA,NA,NA,2,2,1,1,3,2,2,2,3,2,3,2,NA
"2398",1,NA,1,NA,3,NA,2,4,5,6,1,5,3,4,4,3,3
"2399",1,NA,NA,1,4,NA,1,1,1,1,7,1,7,4,4,1,NA
"2400",1,1,NA,NA,2,NA,3,7,6,7,1,7,1,7,6,1,NA
"2401",0,NA,NA,NA,2,2,2,2,1,1,2,1,1,1,1,2,NA
"2402",1,1,NA,NA,2,NA,7,4,3,3,5,3,4,3,4,1,NA
"2403",1,NA,1,NA,3,NA,4,4,3,4,3,5,3,4,4,2,NA
"2404",0,NA,NA,NA,2,2,4,7,5,7,3,7,1,4,5,3,1
"2405",1,NA,1,NA,4,NA,3,3,5,2,2,5,3,3,3,1,NA
"2406",0,NA,NA,NA,1,1,2,5,5,4,2,5,4,3,4,1,NA
"2407",1,NA,NA,1,1,NA,3,2,3,3,4,3,3,3,2,3,3
"2408",0,NA,NA,NA,4,3,1,2,5,2,4,5,3,5,4,1,NA
"2409",0,NA,NA,NA,3,3,4,3,1,3,7,2,4,2,3,1,NA
"2410",0,NA,NA,NA,3,3,4,1,1,1,7,1,7,1,1,2,NA
"2411",0,NA,NA,NA,4,4,4,3,3,4,5,4,5,3,4,1,NA
"2412",1,NA,NA,1,1,NA,3,4,1,3,7,4,4,4,4,3,2
"2413",1,NA,NA,1,2,NA,3,4,3,4,4,4,3,4,3,1,NA
"2414",0,NA,NA,NA,2,2,2,1,1,1,2,1,1,2,1,1,NA
"2415",1,NA,1,NA,1,NA,2,2,3,2,3,2,3,1,2,3,1
"2416",0,NA,NA,NA,2,2,4,4,4,4,6,4,5,3,4,1,NA
"2417",1,NA,1,NA,4,NA,2,4,3,4,2,4,4,6,4,1,NA
"2418",0,NA,NA,NA,3,3,4,3,3,4,4,3,4,4,4,1,NA
"2419",0,NA,NA,NA,3,3,3,3,4,4,4,5,4,4,4,1,NA
"2420",0,NA,NA,NA,4,4,4,1,1,1,7,3,5,1,1,1,NA
"2421",1,NA,1,NA,3,NA,4,3,5,3,5,3,5,4,4,1,NA
"2422",0,NA,NA,NA,1,1,3,2,5,4,3,4,4,1,2,2,NA
"2423",1,NA,1,NA,4,NA,4,7,7,7,1,7,1,7,7,1,NA
"2424",1,NA,NA,1,4,NA,3,4,4,4,4,4,4,4,4,4,3
"2425",1,1,NA,NA,1,NA,3,2,4,3,4,3,4,1,1,2,NA
"2426",0,NA,NA,NA,4,4,2,1,3,2,7,2,5,2,2,3,3
"2427",1,1,NA,NA,2,NA,2,4,2,3,4,3,4,2,2,1,NA
"2428",0,NA,NA,NA,1,1,4,4,6,3,4,3,4,3,2,1,NA
"2429",1,NA,1,NA,4,NA,2,3,3,3,4,3,5,3,3,1,NA
"2430",0,NA,NA,NA,3,1,2,3,3,3,2,2,3,2,2,2,NA
"2431",1,NA,1,NA,3,NA,2,3,5,3,3,3,5,3,3,4,3
"2432",1,NA,1,NA,1,NA,3,2,2,4,4,3,4,3,3,1,NA
"2433",0,NA,NA,NA,3,3,4,4,7,4,5,4,4,4,4,3,1
"2434",0,NA,NA,NA,3,3,1,2,2,3,4,1,4,4,3,1,NA
"2435",0,NA,NA,NA,4,4,3,1,1,1,7,7,7,1,1,3,2
"2436",1,NA,1,NA,2,NA,1,1,1,1,3,4,4,1,7,1,NA
"2437",1,NA,NA,1,1,NA,3,3,4,3,5,5,4,4,4,2,NA
"2438",0,NA,NA,NA,4,4,4,3,2,3,4,4,4,3,2,1,NA
"2439",1,1,NA,NA,1,NA,1,2,5,2,3,7,4,1,1,1,NA
"2440",1,NA,1,NA,4,NA,7,3,4,3,3,3,5,3,3,3,1
"2441",1,NA,NA,1,2,NA,4,3,3,3,4,3,5,4,3,1,NA
"2442",0,NA,NA,NA,4,4,1,3,3,3,5,3,5,3,6,1,NA
"2443",0,NA,NA,NA,3,3,7,3,2,3,5,4,4,1,3,2,NA
"2444",1,NA,NA,1,4,NA,1,1,1,1,1,1,1,1,1,1,NA
"2445",1,NA,NA,1,1,NA,1,6,2,2,1,6,3,2,2,3,3
"2446",0,NA,NA,NA,1,1,4,4,4,4,4,4,1,4,4,4,3
"2447",0,NA,NA,NA,3,4,4,4,4,4,5,4,4,5,4,3,2
"2448",1,NA,1,NA,4,NA,4,4,3,5,3,5,1,1,4,1,NA
"2449",1,NA,NA,1,4,NA,3,3,3,3,6,3,2,3,3,1,NA
"2450",1,NA,NA,1,3,NA,4,4,4,4,4,4,4,4,4,1,NA
"2451",0,NA,NA,NA,3,3,3,3,3,4,4,4,4,5,4,3,3
"2452",0,NA,NA,NA,4,1,2,4,6,4,2,4,5,3,3,2,NA
"2453",0,NA,NA,NA,1,1,1,1,2,1,5,3,5,1,1,3,1
"2454",0,NA,NA,NA,3,3,3,3,3,3,5,4,4,3,4,1,NA
"2455",1,1,NA,NA,4,NA,2,4,6,4,4,6,5,3,4,3,1
"2456",0,NA,NA,NA,2,2,1,3,3,1,1,2,3,2,2,1,NA
"2457",0,NA,NA,NA,2,2,1,3,3,2,6,4,5,1,3,1,NA
"2458",1,NA,1,NA,4,NA,2,2,4,2,3,4,4,1,2,1,NA
"2459",1,NA,1,NA,1,NA,3,4,3,4,5,4,4,3,3,1,NA
"2460",0,NA,NA,NA,1,1,3,4,3,4,4,3,4,4,4,1,NA
"2461",0,NA,NA,NA,2,2,1,5,6,6,1,5,6,4,5,1,NA
"2462",0,NA,NA,NA,2,3,1,1,1,1,2,2,1,2,2,3,2
"2463",0,NA,NA,NA,3,3,4,3,3,3,5,3,4,4,3,1,NA
"2464",1,NA,NA,1,4,NA,7,2,2,2,2,2,2,2,2,1,NA
"2465",1,NA,NA,1,4,NA,1,3,3,1,1,1,1,4,2,1,NA
"2466",0,NA,NA,NA,1,4,1,1,1,1,7,1,7,1,1,1,NA
"2467",1,NA,1,NA,3,NA,2,2,5,3,3,4,4,2,1,2,NA
"2468",1,1,NA,NA,4,NA,4,3,3,6,2,2,3,3,2,3,3
"2469",0,NA,NA,NA,4,4,2,4,2,4,7,4,5,4,1,1,NA
"2470",0,NA,NA,NA,2,2,3,4,4,4,4,4,4,4,4,1,NA
"2471",1,1,NA,NA,1,NA,4,4,5,4,3,4,3,4,4,1,NA
"2472",1,1,NA,NA,2,NA,4,5,5,5,3,6,2,4,5,1,NA
"2473",1,NA,1,NA,2,NA,1,7,1,1,7,1,1,1,7,3,2
"2474",0,NA,NA,NA,3,4,3,3,4,3,4,3,4,3,3,2,NA
"2475",0,NA,NA,NA,3,3,2,1,1,1,7,1,7,1,1,1,NA
"2476",1,NA,1,NA,4,NA,7,4,4,4,4,4,4,4,4,3,3
"2477",0,NA,NA,NA,1,4,4,4,3,3,5,3,4,4,4,1,NA
"2478",0,NA,NA,NA,4,4,1,4,4,4,4,4,4,4,4,3,3
"2479",1,NA,1,NA,4,NA,3,3,2,4,3,5,3,3,4,3,3
"2480",1,1,NA,NA,4,NA,2,1,4,1,4,1,5,1,2,3,2
"2481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2482",1,NA,NA,1,4,NA,3,4,3,3,5,6,4,4,3,3,2
"2483",1,1,NA,NA,4,NA,2,4,5,3,4,6,3,3,4,2,NA
"2484",0,NA,NA,NA,1,1,3,3,4,2,3,2,5,1,2,2,NA
"2485",1,NA,1,NA,4,NA,3,4,4,4,4,4,4,4,4,1,NA
"2486",0,NA,NA,NA,3,4,3,5,5,3,4,3,6,4,4,1,NA
"2487",1,NA,NA,1,1,NA,1,1,1,1,1,1,1,1,1,2,NA
"2488",0,NA,NA,NA,2,2,1,1,2,1,5,1,3,1,1,1,NA
"2489",0,NA,NA,NA,1,3,3,4,4,4,4,4,4,3,3,1,NA
"2490",1,NA,1,NA,1,NA,2,5,4,2,1,2,4,1,2,1,NA
"2491",1,1,NA,NA,4,NA,7,4,5,4,5,3,7,6,4,3,3
"2492",1,NA,1,NA,4,NA,4,4,4,4,4,4,4,4,4,1,NA
"2493",0,NA,NA,NA,3,3,3,2,1,2,6,3,5,5,3,1,NA
"2494",1,1,NA,NA,3,NA,2,5,5,5,3,5,2,4,5,3,2
"2495",0,NA,NA,NA,1,1,3,4,4,4,4,4,4,4,4,3,2
"2496",1,1,NA,NA,4,NA,3,3,3,3,2,3,3,3,3,4,2
"2497",0,NA,NA,NA,3,3,4,1,1,3,7,2,4,4,1,1,NA
"2498",1,1,NA,NA,4,NA,4,5,5,5,4,4,2,4,4,1,NA
"2499",0,NA,NA,NA,4,4,4,4,3,3,4,4,4,3,4,3,1
"2500",0,NA,NA,NA,3,2,3,3,3,3,4,4,3,3,3,1,NA
"2501",0,NA,NA,NA,4,4,2,3,3,3,2,3,5,3,4,4,3
"2502",0,NA,NA,NA,1,1,3,4,2,2,6,1,3,1,3,1,NA
"2503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2504",1,NA,NA,1,4,NA,3,3,4,3,4,4,3,4,4,2,NA
"2505",0,NA,NA,NA,2,3,4,4,4,4,3,3,5,4,3,3,3
"2506",0,NA,NA,NA,3,3,4,4,4,7,4,4,4,7,7,1,NA
"2507",1,NA,NA,1,1,NA,4,4,4,4,3,5,3,4,4,1,NA
"2508",0,NA,NA,NA,3,3,4,4,4,4,4,4,4,4,4,1,NA
"2509",0,NA,NA,NA,4,4,3,3,3,3,4,3,4,4,3,1,NA
"2510",0,NA,NA,NA,2,2,3,3,3,4,4,4,3,3,3,3,2
"2511",0,NA,NA,NA,4,3,3,4,4,4,4,4,4,4,4,1,NA
"2512",0,NA,NA,NA,1,1,4,5,5,6,5,5,5,5,4,2,NA
"2513",0,NA,NA,NA,4,4,2,3,2,1,5,2,5,3,3,1,NA
"2514",0,NA,NA,NA,4,4,7,3,3,3,5,3,5,3,3,2,NA
"2515",1,NA,NA,1,4,NA,4,3,2,3,4,4,4,3,4,1,NA
"2516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2517",1,1,NA,NA,1,NA,4,1,1,1,1,1,4,1,1,3,3
"2518",0,NA,NA,NA,4,4,4,4,4,4,4,4,3,4,4,3,3
"2519",1,NA,1,NA,4,NA,3,4,4,2,4,4,3,2,3,2,NA
"2520",0,NA,NA,NA,4,4,3,3,3,3,3,3,3,3,3,1,NA
"2521",1,NA,1,NA,4,NA,3,3,4,4,3,5,4,3,3,1,NA
"2522",0,NA,NA,NA,3,3,4,2,2,3,5,2,4,4,2,2,NA
"2523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2524",1,NA,NA,1,4,NA,4,4,3,4,4,4,4,6,4,1,NA
"2525",0,NA,NA,NA,4,4,1,1,1,1,1,1,1,1,1,2,NA
"2526",0,NA,NA,NA,4,3,3,4,4,3,3,4,3,3,3,1,NA
"2527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2528",1,1,NA,NA,4,NA,1,1,1,1,1,4,1,1,1,1,NA
"2529",1,1,NA,NA,4,NA,4,4,5,4,4,4,5,4,4,1,NA
"2530",1,NA,1,NA,1,NA,4,5,5,6,2,6,1,5,7,3,1
"2531",1,1,NA,NA,2,NA,4,7,6,5,1,7,7,5,7,1,NA
"2532",0,NA,NA,NA,2,4,4,3,3,4,5,4,4,3,4,1,NA
"2533",0,NA,NA,NA,4,4,3,3,4,6,5,2,6,2,2,3,2
"2534",0,NA,NA,NA,1,1,1,5,5,5,1,7,3,3,3,1,NA
"2535",1,NA,NA,1,2,NA,1,4,3,2,5,4,4,4,3,1,NA
"2536",1,NA,1,NA,4,NA,1,7,7,5,1,7,1,7,7,1,NA
"2537",1,1,NA,NA,1,NA,3,2,2,2,6,2,6,2,1,3,1
"2538",0,NA,NA,NA,2,2,4,4,2,4,4,4,5,2,4,1,NA
"2539",1,NA,1,NA,4,NA,7,4,4,4,4,4,4,4,4,4,3
"2540",0,NA,NA,NA,1,2,1,3,2,1,4,2,4,1,1,3,3
"2541",1,NA,1,NA,3,NA,3,3,3,3,5,3,3,3,3,1,NA
"2542",0,NA,NA,NA,4,4,1,4,4,3,4,4,4,3,4,3,3
"2543",1,1,NA,NA,4,NA,4,3,3,3,5,3,5,3,3,2,NA
"2544",1,NA,NA,1,4,NA,4,4,2,4,7,1,5,3,2,1,NA
"2545",0,NA,NA,NA,4,1,2,2,3,3,4,3,2,3,2,1,NA
"2546",1,NA,NA,1,1,NA,2,1,5,3,5,4,5,3,3,1,NA
"2547",1,NA,1,NA,3,NA,4,4,4,4,4,4,4,4,4,1,NA
"2548",0,NA,NA,NA,2,2,4,4,4,4,4,4,4,3,4,3,3
"2549",0,NA,NA,NA,1,1,3,3,4,3,6,3,5,1,3,1,NA
"2550",1,NA,NA,1,1,NA,3,1,1,1,7,3,7,7,1,1,NA
"2551",1,NA,1,NA,3,NA,2,1,1,3,4,3,5,1,4,1,NA
"2552",0,NA,NA,NA,4,1,1,6,4,5,3,5,2,1,2,2,NA
"2553",0,NA,NA,NA,1,3,4,5,3,3,5,5,4,2,4,1,NA
"2554",1,NA,NA,1,4,NA,4,4,3,3,6,4,5,5,3,3,3
"2555",1,NA,1,NA,4,NA,3,4,4,4,4,4,4,3,4,4,3
"2556",1,1,NA,NA,2,NA,3,5,5,4,2,6,1,4,5,1,NA
"2557",0,NA,NA,NA,1,1,3,3,5,3,4,3,5,3,3,3,2
"2558",1,1,NA,NA,1,NA,3,4,4,4,3,4,3,4,4,1,NA
"2559",1,NA,NA,1,1,NA,4,3,4,3,4,4,4,3,4,3,3
"2560",0,NA,NA,NA,4,4,2,2,1,2,7,2,6,4,2,3,3
"2561",1,NA,1,NA,3,NA,4,1,3,1,5,1,5,1,1,3,3
"2562",0,NA,NA,NA,2,2,3,2,2,2,4,3,3,2,2,1,NA
"2563",0,NA,NA,NA,2,1,4,7,7,7,7,7,7,7,7,1,NA
"2564",1,1,NA,NA,2,NA,4,7,7,7,1,7,1,7,7,1,NA
"2565",0,NA,NA,NA,4,4,4,4,1,1,4,4,4,1,2,1,NA
"2566",1,NA,1,NA,1,NA,3,3,5,5,3,4,3,5,5,1,NA
"2567",1,1,NA,NA,3,NA,1,1,1,1,7,1,1,1,1,1,NA
"2568",0,NA,NA,NA,1,1,2,6,6,5,2,5,2,5,5,1,NA
"2569",0,NA,NA,NA,1,1,2,3,3,3,3,3,5,3,4,1,NA
"2570",1,NA,1,NA,4,NA,3,3,4,3,3,5,5,4,4,1,NA
"2571",1,1,NA,NA,1,NA,4,5,6,5,1,6,2,6,6,4,2
"2572",0,NA,NA,NA,2,1,3,5,5,5,1,5,3,6,5,1,NA
"2573",1,1,NA,NA,4,NA,2,5,2,1,5,1,7,2,2,1,NA
"2574",1,NA,1,NA,4,NA,4,5,5,5,2,5,3,2,4,1,NA
"2575",0,NA,NA,NA,3,3,4,3,3,3,4,4,4,5,4,1,NA
"2576",0,NA,NA,NA,4,4,3,7,7,7,7,7,7,7,7,3,3
"2577",1,NA,1,NA,4,NA,2,5,4,4,4,4,4,4,5,1,NA
"2578",0,NA,NA,NA,4,2,3,4,4,4,4,4,4,4,4,4,3
"2579",1,NA,NA,1,4,NA,1,2,3,4,4,3,5,3,1,1,NA
"2580",0,NA,NA,NA,1,4,2,3,3,4,4,3,3,3,3,3,2
"2581",1,NA,NA,1,1,NA,1,1,2,1,2,3,3,2,2,1,NA
"2582",1,1,NA,NA,1,NA,4,4,4,4,4,4,4,1,4,3,3
"2583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2584",1,NA,NA,1,4,NA,4,1,1,1,4,4,4,1,1,1,NA
"2585",1,NA,NA,1,1,NA,4,2,1,2,6,2,5,6,3,3,1
"2586",0,NA,NA,NA,2,2,1,1,1,1,7,1,4,1,1,1,NA
"2587",1,NA,NA,1,4,NA,2,4,4,4,4,3,4,4,4,1,NA
"2588",1,NA,1,NA,4,NA,1,6,5,6,2,5,1,2,4,1,NA
"2589",0,NA,NA,NA,1,4,4,5,3,4,3,4,3,5,3,1,NA
"2590",0,NA,NA,NA,2,2,3,5,5,5,5,4,3,5,4,1,NA
"2591",1,NA,NA,1,1,NA,3,4,1,4,4,4,4,5,4,1,NA
"2592",1,1,NA,NA,3,NA,4,5,5,6,2,6,2,4,5,NA,NA
"2593",0,NA,NA,NA,4,4,7,5,3,5,4,4,4,3,3,3,3
"2594",1,1,NA,NA,3,NA,2,5,5,6,2,5,4,5,4,1,NA
"2595",0,NA,NA,NA,2,2,3,3,5,3,3,5,3,3,3,1,NA
"2596",0,NA,NA,NA,2,2,4,1,1,1,4,1,3,1,1,1,NA
"2597",0,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,1,NA
"2598",1,1,NA,NA,4,NA,4,4,6,2,4,5,2,2,4,3,2
"2599",1,1,NA,NA,1,NA,3,5,4,5,3,5,3,4,7,1,NA
"2600",1,NA,1,NA,3,NA,2,5,5,2,1,5,1,2,1,1,NA
"2601",0,NA,NA,NA,3,3,2,4,4,4,4,4,4,4,4,3,2
"2602",0,NA,NA,NA,2,2,1,1,3,3,4,1,5,1,3,1,NA
"2603",0,NA,NA,NA,2,2,1,7,7,7,3,1,7,7,7,1,NA
"2604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2605",1,1,NA,NA,1,NA,3,2,3,4,3,2,4,3,4,3,1
"2606",1,NA,NA,1,4,NA,2,1,1,1,5,2,7,1,2,3,3
"2607",0,NA,NA,NA,3,3,4,1,1,3,7,2,4,5,1,1,NA
"2608",0,NA,NA,NA,3,3,3,2,2,2,6,4,4,6,2,1,NA
"2609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2611",0,NA,NA,NA,4,4,3,5,2,4,4,3,3,5,3,2,NA
"2612",0,NA,NA,NA,4,4,7,3,1,3,4,2,3,4,3,3,3
"2613",1,1,NA,NA,3,NA,4,4,6,5,3,4,3,4,4,1,NA
"2614",1,NA,1,NA,3,NA,3,5,5,5,3,5,5,3,5,1,NA
"2615",1,NA,NA,1,4,NA,4,2,1,1,7,1,4,5,3,1,NA
"2616",0,NA,NA,NA,4,4,4,3,3,3,5,3,5,3,3,1,NA
"2617",0,NA,NA,NA,2,2,2,4,1,1,1,2,1,2,2,1,NA
"2618",1,NA,NA,1,4,NA,3,2,1,1,5,1,6,1,2,3,3
"2619",1,1,NA,NA,4,NA,3,1,4,1,7,4,7,1,1,1,NA
"2620",0,NA,NA,NA,1,1,3,4,4,3,3,4,4,2,3,1,NA
"2621",0,NA,NA,NA,2,3,3,4,4,4,4,4,4,4,4,3,3
"2622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2623",1,NA,NA,1,2,NA,4,2,2,2,5,2,5,3,3,1,NA
"2624",0,NA,NA,NA,4,1,4,6,5,6,2,7,1,1,6,3,2
"2625",1,NA,NA,1,4,NA,4,2,2,2,7,3,5,4,4,1,NA
"2626",1,1,NA,NA,2,NA,4,4,5,4,3,3,2,3,4,1,NA
"2627",1,NA,1,NA,4,NA,4,4,5,4,2,7,1,4,4,3,3
"2628",1,1,NA,NA,2,NA,3,6,5,6,3,7,1,6,4,3,2
"2629",1,NA,NA,1,4,NA,3,3,2,3,4,3,4,4,4,3,3
"2630",0,NA,NA,NA,4,3,1,1,1,2,7,1,4,7,2,1,NA
"2631",0,NA,NA,NA,3,3,7,2,1,2,7,1,4,4,2,4,2
"2632",1,NA,NA,1,3,NA,3,3,3,3,5,4,4,4,2,2,NA
"2633",0,NA,NA,NA,4,4,4,5,1,2,6,3,4,2,4,3,3
"2634",0,NA,NA,NA,3,4,3,2,4,3,3,4,3,2,5,2,NA
"2635",1,NA,1,NA,4,NA,1,1,1,1,2,3,2,1,1,2,NA
"2636",1,1,NA,NA,4,NA,2,3,5,5,3,4,4,3,3,1,NA
"2637",1,NA,1,NA,2,NA,3,4,4,4,4,4,4,4,4,1,NA
"2638",0,NA,NA,NA,3,3,7,4,4,4,4,4,4,4,4,1,NA
"2639",0,NA,NA,NA,2,2,2,3,3,1,5,3,5,3,1,1,NA
"2640",0,NA,NA,NA,2,2,2,3,3,3,2,3,3,2,2,1,NA
"2641",0,NA,NA,NA,4,4,3,2,2,2,2,2,2,2,2,2,NA
"2642",1,NA,1,NA,3,NA,4,4,2,3,5,3,2,4,3,4,3
"2643",0,NA,NA,NA,2,2,1,2,4,1,3,2,4,3,1,1,NA
"2644",0,NA,NA,NA,3,3,2,2,2,3,4,3,5,5,3,1,NA
"2645",0,NA,NA,NA,1,1,1,4,4,7,4,4,4,1,5,1,NA
"2646",1,NA,NA,1,2,NA,2,2,2,3,5,2,4,5,2,2,NA
"2647",0,NA,NA,NA,3,1,3,4,1,3,1,3,4,2,5,2,NA
"2648",0,NA,NA,NA,1,2,4,3,3,3,4,4,4,3,3,1,NA
"2649",1,1,NA,NA,1,NA,2,4,4,4,5,3,3,4,3,3,3
"2650",1,1,NA,NA,4,NA,2,2,4,5,5,3,5,3,3,1,NA
"2651",0,NA,NA,NA,4,4,3,6,2,3,3,5,3,3,4,4,3
"2652",1,NA,NA,1,1,NA,1,3,2,2,5,2,5,2,2,3,1
"2653",1,NA,NA,1,4,NA,2,1,2,2,4,3,3,4,5,2,NA
"2654",1,1,NA,NA,3,NA,4,4,4,4,4,4,4,4,4,1,NA
"2655",0,NA,NA,NA,1,1,2,4,3,4,4,4,3,3,3,3,1
"2656",1,NA,1,NA,4,NA,4,5,5,4,7,6,1,4,7,3,3
"2657",0,NA,NA,NA,3,3,4,1,1,2,7,4,5,5,2,1,NA
"2658",0,NA,NA,NA,1,1,2,2,4,2,2,2,4,2,2,3,3
"2659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2660",1,NA,1,NA,3,NA,2,3,3,3,4,3,4,3,3,1,NA
"2661",0,NA,NA,NA,4,4,3,2,3,3,4,3,4,2,3,3,3
"2662",1,1,NA,NA,4,NA,4,4,5,6,2,5,4,3,4,3,3
"2663",0,NA,NA,NA,2,2,2,4,4,4,4,4,4,4,4,1,NA
