"","forcedchoice","fox","msnbc","entertainment","med_pref","med_choice","actions_discuss","fair_4","friendly_4","good_4","quarrel_4","balanced_4","oneside_4","american_4","accurate_4","party1","party4"
"1010",0,NA,NA,NA,3,4,2,1,1,1,7,1,6,1,1,1,NA
"1011",1,NA,1,NA,4,NA,1,3,1,3,2,1,2,2,1,3,3
"1012",1,1,NA,NA,4,NA,4,5,7,6,1,7,1,3,7,4,3
"1013",0,NA,NA,NA,2,2,3,5,3,4,4,4,4,1,3,3,2
"1014",0,NA,NA,NA,2,2,4,3,4,3,5,5,4,2,4,3,1
"1015",1,NA,NA,1,3,NA,4,5,5,3,4,4,4,6,3,1,NA
"1016",1,1,NA,NA,4,NA,4,1,1,1,7,1,7,1,1,3,3
"1017",0,NA,NA,NA,4,4,3,3,3,3,5,3,4,4,3,1,NA
"1018",1,NA,1,NA,3,NA,4,4,4,4,4,4,4,4,4,3,3
"1019",0,NA,NA,NA,4,4,1,1,3,1,7,1,7,1,2,3,3
"1020",1,1,NA,NA,4,NA,1,1,2,1,1,1,2,1,1,1,NA
"1021",1,1,NA,NA,1,NA,4,3,3,3,5,3,5,3,2,2,NA
"1022",0,NA,NA,NA,4,4,3,2,2,2,4,3,4,4,2,3,1
"1023",0,NA,NA,NA,4,4,4,4,4,4,7,3,7,4,7,4,1
"1024",0,NA,NA,NA,3,3,2,1,1,1,7,2,5,4,2,3,3
"1025",0,NA,NA,NA,1,1,2,4,4,4,4,3,4,4,3,4,1
"1026",1,NA,1,NA,2,NA,2,4,4,4,4,5,3,3,3,3,3
"1027",0,NA,NA,NA,4,4,4,3,2,2,7,2,7,1,2,2,NA
"1028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1029",1,NA,NA,1,3,NA,4,3,3,4,4,4,4,4,4,3,3
"1030",0,NA,NA,NA,3,3,3,1,2,1,7,3,5,4,2,1,NA
"1031",1,NA,1,NA,2,NA,3,1,4,2,3,4,3,3,2,1,NA
"1032",1,NA,NA,1,3,NA,4,3,3,3,5,3,5,3,3,1,NA
"1033",1,NA,NA,1,4,NA,4,4,2,4,7,1,4,3,4,3,3
"1034",1,NA,1,NA,3,NA,2,2,5,2,4,2,3,4,3,1,NA
"1035",1,1,NA,NA,3,NA,3,2,4,5,4,5,3,3,4,1,NA
"1036",1,NA,NA,1,3,NA,3,2,1,2,7,2,6,6,2,1,NA
"1037",0,NA,NA,NA,4,4,7,3,3,3,5,4,5,3,3,1,NA
"1038",1,NA,1,NA,3,NA,2,3,3,2,3,3,4,3,4,1,NA
"1039",0,NA,NA,NA,2,2,1,3,3,3,5,3,4,3,3,3,3
"1040",1,NA,NA,1,1,NA,4,2,5,4,4,3,1,3,3,3,3
"1041",0,NA,NA,NA,1,1,2,2,5,2,4,3,5,2,1,3,1
"1042",1,1,NA,NA,1,NA,3,1,4,4,5,1,4,1,1,1,NA
"1043",1,1,NA,NA,4,NA,4,4,5,5,2,3,4,4,2,2,NA
"1044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045",0,NA,NA,NA,1,1,3,2,4,2,6,2,6,2,6,2,NA
"1046",0,NA,NA,NA,4,4,4,4,3,4,5,3,4,4,4,1,NA
"1047",1,NA,1,NA,1,NA,4,6,6,1,1,7,1,4,1,2,NA
"1048",1,1,NA,NA,1,NA,3,3,4,3,4,3,3,3,3,3,1
"1049",1,NA,1,NA,1,NA,2,2,1,2,4,3,3,2,2,2,NA
"1050",0,NA,NA,NA,4,4,7,1,1,1,7,2,7,1,1,1,NA
"1051",0,NA,NA,NA,1,1,3,3,3,2,4,2,4,2,3,1,NA
"1052",1,1,NA,NA,1,NA,4,3,4,3,4,3,4,3,3,2,NA
"1053",0,NA,NA,NA,1,1,3,4,3,3,6,5,5,1,4,1,NA
"1054",0,NA,NA,NA,4,4,3,2,2,3,4,3,6,2,2,1,NA
"1055",1,NA,NA,1,1,NA,4,4,3,3,7,3,5,4,4,3,1
"1056",0,NA,NA,NA,3,3,4,3,3,3,5,3,5,3,5,1,NA
"1057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1058",0,NA,NA,NA,3,4,4,3,3,3,4,4,4,4,3,3,2
"1059",0,NA,NA,NA,3,3,4,3,3,3,5,3,4,4,3,1,NA
"1060",1,1,NA,NA,1,NA,2,1,5,2,4,4,4,1,1,1,NA
"1061",0,NA,NA,NA,4,4,3,4,4,4,4,3,4,4,3,1,NA
"1062",0,NA,NA,NA,4,4,3,1,2,1,6,1,7,1,1,3,3
"1063",1,NA,NA,1,4,NA,4,2,2,2,5,1,5,1,2,1,NA
"1064",1,NA,NA,1,1,NA,2,1,3,3,2,3,5,2,4,2,NA
"1065",0,NA,NA,NA,2,1,3,6,4,6,2,7,2,3,6,2,NA
"1066",1,NA,NA,1,4,NA,4,2,2,1,6,2,6,6,2,3,1
"1067",1,1,NA,NA,1,NA,4,4,5,3,3,5,3,3,3,1,NA
"1068",1,NA,1,NA,4,NA,4,4,5,4,3,5,3,4,4,3,3
"1069",0,NA,NA,NA,1,1,2,3,3,3,3,3,3,2,4,1,NA
"1070",0,NA,NA,NA,3,3,4,2,1,3,7,3,5,7,2,1,NA
"1071",0,NA,NA,NA,2,2,1,1,1,1,7,1,7,1,1,3,2
"1072",0,NA,NA,NA,3,3,3,2,4,3,4,3,5,5,2,3,3
"1073",0,NA,NA,NA,4,4,3,3,3,3,6,3,6,2,3,3,3
"1074",1,1,NA,NA,1,NA,1,3,5,4,2,3,6,3,2,1,NA
"1075",0,NA,NA,NA,1,1,4,4,4,3,4,5,3,4,4,1,NA
"1076",0,NA,NA,NA,1,1,4,2,5,5,3,5,3,2,3,3,3
"1077",1,1,NA,NA,2,NA,4,4,4,4,2,6,2,3,5,1,NA
"1078",0,NA,NA,NA,2,2,4,3,4,5,5,5,3,5,4,2,NA
"1079",1,NA,NA,1,4,NA,4,1,3,1,6,1,1,1,1,3,3
"1080",0,NA,NA,NA,1,1,3,3,3,3,4,3,5,3,4,1,NA
"1081",1,NA,1,NA,4,NA,4,5,5,4,2,5,2,4,2,3,3
"1082",1,NA,1,NA,1,NA,1,2,3,2,1,2,2,1,1,1,NA
"1083",1,1,NA,NA,3,NA,4,4,5,4,3,4,3,4,4,1,NA
"1084",1,NA,1,NA,1,NA,4,7,7,7,1,7,1,5,6,2,NA
"1085",0,NA,NA,NA,4,4,2,1,1,1,4,1,4,1,1,3,3
"1086",0,NA,NA,NA,2,4,1,2,1,2,2,2,2,2,2,1,NA
"1087",0,NA,NA,NA,4,4,4,4,4,4,5,3,4,3,4,2,NA
"1088",0,NA,NA,NA,3,3,4,1,1,2,7,2,6,1,2,1,NA
"1089",0,NA,NA,NA,4,4,3,1,1,1,7,1,1,1,1,1,NA
"1090",1,NA,NA,1,1,NA,1,2,1,2,1,1,2,1,1,3,3
"1091",1,1,NA,NA,3,NA,4,7,7,7,1,7,1,7,7,3,2
"1092",1,NA,NA,1,3,NA,4,2,2,2,6,2,5,5,3,1,NA
"1093",0,NA,NA,NA,4,4,4,2,2,2,5,3,5,2,4,3,3
"1094",1,NA,NA,1,1,NA,3,3,4,3,4,3,4,4,4,4,2
"1095",1,1,NA,NA,1,NA,2,5,4,4,3,5,3,3,4,3,3
"1096",0,NA,NA,NA,3,3,3,2,2,3,6,3,5,4,4,1,NA
"1097",0,NA,NA,NA,3,3,4,2,2,3,6,2,5,4,4,1,NA
"1098",0,NA,NA,NA,4,4,3,2,2,3,6,2,5,2,3,4,3
"1099",0,NA,NA,NA,4,4,4,3,3,3,4,3,4,3,3,2,NA
"1100",0,NA,NA,NA,2,2,4,4,4,4,4,4,4,4,4,3,1
"1101",0,NA,NA,NA,4,4,4,7,7,7,7,7,7,7,7,3,3
"1102",1,NA,1,NA,4,NA,3,6,5,7,3,7,1,4,6,3,1
"1103",1,NA,NA,1,1,NA,1,1,1,2,2,2,2,2,2,1,NA
"1104",1,1,NA,NA,4,NA,3,4,4,4,4,4,4,4,4,2,NA
"1105",1,NA,1,NA,3,NA,4,2,4,4,3,2,4,1,2,3,2
"1106",1,NA,1,NA,1,NA,3,3,4,4,4,5,4,4,4,2,NA
"1107",1,1,NA,NA,4,NA,3,4,4,4,4,4,4,4,4,2,NA
"1108",1,NA,NA,1,4,NA,4,4,4,4,4,4,4,4,4,4,3
"1109",0,NA,NA,NA,4,1,1,3,3,2,3,3,5,3,2,1,NA
"1110",0,NA,NA,NA,4,4,4,4,3,4,6,4,4,6,3,1,NA
"1111",0,NA,NA,NA,4,4,1,2,1,3,2,2,3,3,3,1,NA
"1112",0,NA,NA,NA,2,2,1,1,3,1,3,3,3,1,1,1,NA
"1113",0,NA,NA,NA,4,4,1,4,3,4,4,4,4,4,4,3,3
"1114",1,1,NA,NA,1,NA,3,1,1,1,4,1,4,1,1,3,3
"1115",0,NA,NA,NA,1,1,1,1,1,1,4,1,5,1,1,3,2
"1116",1,1,NA,NA,4,NA,1,5,2,2,3,2,6,1,1,3,1
"1117",1,NA,NA,1,2,NA,4,4,3,4,4,4,4,5,3,3,3
"1118",0,NA,NA,NA,1,4,2,1,3,1,7,1,6,1,1,2,NA
"1119",1,NA,1,NA,3,NA,4,4,5,4,3,5,5,3,5,1,NA
"1120",1,NA,1,NA,1,NA,4,4,4,4,4,4,4,3,4,1,NA
"1121",1,1,NA,NA,4,NA,2,2,3,2,5,3,3,3,2,2,NA
"1122",0,NA,NA,NA,3,3,1,1,3,4,5,3,4,4,3,3,2
"1123",1,NA,1,NA,1,NA,4,7,7,7,1,7,1,4,6,2,NA
"1124",0,NA,NA,NA,4,4,4,4,3,3,5,3,4,2,3,4,1
"1125",0,NA,NA,NA,4,2,3,4,4,3,4,4,4,3,3,1,NA
"1126",0,NA,NA,NA,4,4,2,1,1,2,2,2,6,1,2,3,3
"1127",0,NA,NA,NA,4,3,2,1,4,1,2,2,3,3,2,1,NA
"1128",0,NA,NA,NA,1,1,1,4,1,3,4,3,3,2,1,1,NA
"1129",1,NA,NA,1,1,NA,1,1,1,2,1,1,1,1,2,1,NA
"1130",1,NA,NA,1,4,NA,3,3,3,3,6,3,5,3,3,2,NA
"1131",0,NA,NA,NA,4,4,7,7,4,5,7,4,5,3,4,3,3
"1132",0,NA,NA,NA,4,4,4,4,3,4,4,4,4,4,4,3,3
"1133",0,NA,NA,NA,2,2,2,2,4,2,4,5,3,1,1,1,NA
"1134",1,1,NA,NA,4,NA,4,7,6,7,4,7,2,7,6,3,3
"1135",1,1,NA,NA,3,NA,1,2,2,1,2,1,2,3,3,1,NA
"1136",1,1,NA,NA,3,NA,4,4,4,4,4,4,4,3,4,3,2
"1137",0,NA,NA,NA,2,3,3,4,3,3,3,4,3,3,4,1,NA
"1138",0,NA,NA,NA,1,1,2,2,1,1,2,2,1,6,1,4,2
"1139",0,NA,NA,NA,2,2,4,1,3,1,5,3,5,1,7,1,NA
"1140",0,NA,NA,NA,1,1,2,6,6,4,7,3,1,5,2,3,2
"1141",1,NA,NA,1,2,NA,4,3,4,4,4,4,4,4,4,1,NA
"1142",1,NA,NA,1,3,NA,3,4,4,3,4,4,5,5,5,2,NA
"1143",0,NA,NA,NA,3,3,3,3,1,1,7,2,4,4,2,3,3
"1144",0,NA,NA,NA,4,4,1,2,1,2,7,1,5,1,1,1,NA
"1145",0,NA,NA,NA,4,4,3,2,1,1,7,1,6,1,1,3,3
"1146",1,NA,1,NA,4,NA,1,5,5,5,3,5,3,5,5,3,1
"1147",1,NA,1,NA,4,NA,4,5,5,5,3,4,3,4,4,3,2
"1148",1,1,NA,NA,4,NA,4,3,5,3,3,4,3,4,2,2,NA
"1149",1,1,NA,NA,4,NA,3,4,4,4,4,4,4,3,4,3,1
"1150",0,NA,NA,NA,4,4,3,3,3,3,5,4,4,3,3,4,3
"1151",1,1,NA,NA,4,NA,4,3,5,3,3,5,3,3,3,1,NA
"1152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153",0,NA,NA,NA,4,4,2,3,4,3,5,2,5,1,1,1,NA
"1154",0,NA,NA,NA,4,4,3,2,3,2,4,2,4,3,2,3,2
"1155",1,NA,NA,1,1,NA,3,4,4,4,4,4,4,4,4,2,NA
"1156",0,NA,NA,NA,3,3,4,1,1,1,7,4,5,7,3,2,NA
"1157",0,NA,NA,NA,2,2,1,1,4,1,4,3,7,3,1,1,NA
"1158",0,NA,NA,NA,4,4,3,3,3,3,5,3,5,3,3,1,NA
"1159",1,NA,1,NA,2,NA,2,3,3,3,4,3,4,3,4,2,NA
"1160",0,NA,NA,NA,1,4,4,5,3,5,3,3,3,4,3,2,NA
"1161",1,NA,NA,1,2,NA,2,2,3,1,5,2,2,3,1,1,NA
"1162",1,NA,1,NA,4,NA,3,4,4,4,4,4,4,4,4,1,NA
"1163",1,1,NA,NA,4,NA,4,5,5,5,3,3,4,3,3,3,3
"1164",0,NA,NA,NA,1,1,3,2,3,2,5,3,5,2,2,2,NA
"1165",0,NA,NA,NA,3,4,2,1,1,1,5,3,5,1,1,1,NA
"1166",0,NA,NA,NA,2,2,1,1,3,1,7,2,7,1,2,3,2
"1167",1,NA,NA,1,1,NA,4,4,4,6,5,5,3,5,4,3,3
"1168",0,NA,NA,NA,3,3,4,3,1,3,5,3,4,4,4,1,NA
"1169",1,NA,NA,1,3,NA,3,3,3,3,5,3,4,4,4,1,NA
"1170",1,NA,NA,1,4,NA,4,4,2,4,4,4,4,4,4,1,NA
"1171",1,NA,1,NA,4,NA,3,1,4,1,3,4,4,1,1,1,NA
"1172",0,NA,NA,NA,3,3,4,3,3,4,5,5,5,4,3,2,NA
"1173",1,1,NA,NA,1,NA,2,4,4,4,4,4,4,4,4,1,NA
"1174",0,NA,NA,NA,3,3,2,4,4,4,4,4,4,4,4,3,3
"1175",0,NA,NA,NA,4,4,1,3,1,1,7,1,6,2,1,1,NA
"1176",1,1,NA,NA,3,NA,3,4,1,4,4,4,4,4,4,1,NA
"1177",1,NA,NA,1,2,NA,2,1,1,3,7,3,4,4,1,3,3
"1178",0,NA,NA,NA,4,4,4,4,3,2,4,3,5,2,3,3,1
"1179",0,NA,NA,NA,4,1,1,1,1,1,1,1,1,1,1,1,NA
"1180",1,NA,1,NA,4,NA,3,4,4,4,4,4,4,4,4,1,NA
"1181",0,NA,NA,NA,2,2,3,1,4,2,3,4,3,4,1,1,NA
"1182",1,NA,1,NA,1,NA,2,1,5,2,2,3,2,1,3,4,3
"1183",0,NA,NA,NA,2,2,4,1,1,1,5,1,5,2,1,1,NA
"1184",0,NA,NA,NA,1,1,7,3,4,3,4,4,4,3,3,1,NA
"1185",1,NA,NA,1,3,NA,2,4,4,4,4,3,3,4,3,2,NA
"1186",0,NA,NA,NA,4,4,3,5,3,4,5,4,3,5,4,2,NA
"1187",1,NA,1,NA,4,NA,2,1,2,1,5,2,4,1,2,1,NA
"1188",1,1,NA,NA,1,NA,1,1,2,1,5,2,5,1,1,2,NA
"1189",0,NA,NA,NA,4,2,3,2,2,3,1,4,5,3,3,1,NA
"1190",1,1,NA,NA,2,NA,3,7,7,7,1,7,1,7,7,4,2
"1191",0,NA,NA,NA,1,1,3,7,5,7,1,6,1,1,1,1,NA
"1192",1,NA,1,NA,3,NA,3,4,4,4,4,4,4,4,4,1,NA
"1193",1,1,NA,NA,3,NA,1,6,6,6,3,7,2,4,4,1,NA
"1194",0,NA,NA,NA,3,2,2,1,1,1,5,1,5,1,1,3,2
"1195",0,NA,NA,NA,3,3,3,2,2,2,5,3,5,5,3,3,3
"1196",0,NA,NA,NA,2,2,1,5,5,5,3,7,1,6,6,2,NA
"1197",0,NA,NA,NA,2,2,1,1,4,1,2,1,4,1,1,1,NA
"1198",1,NA,NA,1,2,NA,2,3,2,3,4,3,4,3,3,3,2
"1199",0,NA,NA,NA,3,3,1,3,3,3,5,3,5,5,3,1,NA
"1200",0,NA,NA,NA,4,4,4,4,2,2,5,3,4,3,2,2,NA
"1201",0,NA,NA,NA,2,2,3,1,1,1,7,4,5,1,1,1,NA
"1202",1,1,NA,NA,4,NA,3,4,4,4,4,4,4,4,4,2,NA
"1203",1,NA,1,NA,2,NA,3,4,3,3,4,5,5,2,3,1,NA
"1204",0,NA,NA,NA,1,2,4,4,4,4,3,4,4,4,4,3,3
"1205",0,NA,NA,NA,3,3,1,3,3,3,5,1,5,4,3,1,NA
"1206",1,NA,NA,1,4,NA,3,3,2,2,7,3,6,2,4,1,NA
"1207",0,NA,NA,NA,2,2,3,4,4,4,4,4,4,4,4,1,NA
"1208",1,NA,NA,1,3,NA,4,3,3,3,4,3,3,4,3,3,3
"1209",0,NA,NA,NA,4,4,4,3,1,3,4,2,4,1,3,3,3
"1210",1,NA,NA,1,4,NA,4,2,2,2,5,4,4,4,2,3,3
"1211",1,NA,1,NA,2,NA,3,4,4,4,4,4,4,4,4,1,NA
"1212",0,NA,NA,NA,4,4,3,1,1,2,7,1,6,1,1,1,NA
"1213",1,NA,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1,NA
"1214",1,NA,NA,1,3,NA,1,2,4,3,2,3,4,3,5,1,NA
"1215",0,NA,NA,NA,3,1,7,3,5,3,4,3,5,3,3,1,NA
"1216",0,NA,NA,NA,4,4,4,4,2,4,4,3,5,2,1,2,NA
"1217",1,NA,NA,1,4,NA,7,4,4,4,4,4,3,4,4,4,3
"1218",1,NA,1,NA,3,NA,4,5,6,5,2,7,1,4,7,3,3
"1219",0,NA,NA,NA,4,4,3,3,2,4,5,2,5,3,2,1,NA
"1220",1,1,NA,NA,3,NA,3,3,4,3,4,4,4,3,4,4,1
"1221",1,1,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,2,NA
"1222",0,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,3
"1223",1,1,NA,NA,4,NA,7,4,7,4,1,7,1,4,4,4,3
"1224",1,NA,1,NA,4,NA,1,3,3,4,3,5,4,3,2,3,3
"1225",1,1,NA,NA,1,NA,2,3,5,3,3,4,5,2,3,3,2
"1226",0,NA,NA,NA,4,4,4,3,2,2,6,3,6,3,3,2,NA
"1227",0,NA,NA,NA,3,3,4,2,2,4,6,3,5,4,3,1,NA
"1228",1,1,NA,NA,4,NA,2,3,4,3,4,3,4,3,2,2,NA
"1229",0,NA,NA,NA,4,4,7,3,1,1,4,4,4,2,1,3,3
"1230",0,NA,NA,NA,4,4,2,1,1,4,7,1,4,1,1,2,NA
"1231",0,NA,NA,NA,4,4,4,3,2,4,4,3,4,4,1,2,NA
"1232",1,1,NA,NA,4,NA,1,3,3,4,4,4,1,4,4,1,NA
"1233",1,1,NA,NA,3,NA,3,1,4,3,5,3,5,1,3,2,NA
"1234",1,NA,1,NA,4,NA,4,5,5,4,3,5,3,5,4,3,3
"1235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1236",1,NA,NA,1,4,NA,4,3,3,4,5,3,5,4,3,1,NA
"1237",0,NA,NA,NA,4,4,3,2,2,3,5,2,4,4,1,1,NA
"1238",0,NA,NA,NA,4,4,4,4,3,3,5,4,4,3,4,3,2
"1239",0,NA,NA,NA,4,4,4,1,1,1,4,3,7,1,7,2,NA
"1240",1,1,NA,NA,3,NA,4,4,4,4,4,4,4,4,4,2,NA
"1241",0,NA,NA,NA,3,3,4,2,1,3,5,3,5,5,2,3,2
"1242",1,NA,NA,1,1,NA,4,4,4,4,4,4,4,4,4,3,3
"1243",0,NA,NA,NA,4,4,1,1,2,4,4,2,6,1,2,3,2
"1244",0,NA,NA,NA,4,4,2,4,4,4,4,4,4,1,4,4,3
"1245",1,NA,1,NA,1,NA,3,5,5,4,4,5,3,3,4,2,NA
"1246",1,NA,NA,1,2,NA,2,2,1,1,4,2,4,2,6,3,2
"1247",1,1,NA,NA,1,NA,1,1,2,1,6,1,6,1,1,3,1
"1248",0,NA,NA,NA,4,4,1,1,1,1,5,3,5,1,3,3,1
"1249",1,1,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,NA
"1250",1,NA,NA,1,3,NA,4,2,1,3,7,3,5,1,4,1,NA
"1251",1,NA,1,NA,3,NA,3,3,3,4,5,3,5,3,3,1,NA
"1252",0,NA,NA,NA,4,4,3,5,3,4,4,5,3,4,3,2,NA
"1253",0,NA,NA,NA,4,4,3,4,3,3,4,4,4,4,4,3,3
"1254",0,NA,NA,NA,1,1,3,4,4,4,4,4,4,4,4,1,NA
"1255",1,NA,NA,1,1,NA,3,3,3,3,6,3,4,4,3,3,1
"1256",0,NA,NA,NA,4,4,3,2,2,1,5,3,7,3,2,3,3
"1257",1,NA,1,NA,1,NA,1,1,1,1,3,1,5,1,1,3,3
"1258",1,NA,1,NA,3,NA,4,1,1,1,4,2,5,1,1,4,2
"1259",1,NA,NA,1,4,NA,3,1,1,1,7,1,7,1,1,3,2
"1260",1,1,NA,NA,2,NA,4,4,4,4,4,4,4,4,4,3,3
"1261",0,NA,NA,NA,3,3,4,4,2,3,6,4,4,5,4,2,NA
"1262",0,NA,NA,NA,3,1,1,4,3,3,3,2,1,3,2,1,NA
"1263",0,NA,NA,NA,4,4,3,4,1,1,5,4,4,4,4,3,1
"1264",1,NA,NA,1,4,NA,3,2,2,3,6,2,4,3,4,2,NA
"1265",1,NA,1,NA,4,NA,4,4,4,7,4,4,4,4,4,4,3
"1266",0,NA,NA,NA,4,4,3,5,3,3,5,5,5,4,3,3,2
"1267",1,NA,NA,1,4,NA,4,3,5,4,3,3,6,3,3,3,3
"1268",1,NA,1,NA,4,NA,2,3,4,3,5,3,4,3,4,1,NA
"1269",1,1,NA,NA,4,NA,2,3,6,3,2,4,2,4,3,4,3
"1270",0,NA,NA,NA,3,3,4,1,1,1,7,4,7,4,2,1,NA
"1271",0,NA,NA,NA,4,4,2,4,3,3,4,4,5,2,2,2,NA
"1272",0,NA,NA,NA,4,4,2,1,1,1,7,1,7,1,1,3,3
"1273",0,NA,NA,NA,3,3,4,4,1,3,7,3,6,5,2,1,NA
"1274",1,1,NA,NA,4,NA,3,1,1,1,4,1,6,1,1,4,3
"1275",0,NA,NA,NA,4,4,1,1,2,2,4,3,4,4,2,3,3
"1276",1,NA,1,NA,1,NA,4,4,3,4,4,4,4,1,4,1,NA
"1277",1,NA,NA,1,3,NA,2,4,3,3,4,3,4,4,4,1,NA
"1278",0,NA,NA,NA,2,2,3,3,3,4,4,2,4,2,2,1,NA
"1279",1,NA,NA,1,4,NA,4,3,3,4,5,3,4,3,3,3,1
"1280",1,NA,1,NA,4,NA,1,3,2,1,2,3,5,1,3,3,2
"1281",0,NA,NA,NA,4,3,3,2,1,2,6,3,5,4,2,3,3
"1282",1,1,NA,NA,1,NA,3,7,4,7,4,4,4,4,3,1,NA
"1283",0,NA,NA,NA,3,3,4,3,3,4,4,4,5,4,4,3,1
"1284",1,1,NA,NA,1,NA,3,3,3,2,2,2,4,2,2,1,NA
"1285",1,NA,NA,1,3,NA,4,3,2,5,7,5,6,3,3,2,NA
"1286",0,NA,NA,NA,1,1,1,1,3,1,4,1,4,1,1,3,1
"1287",1,NA,1,NA,2,NA,3,3,5,4,3,4,4,4,3,3,2
"1288",0,NA,NA,NA,4,4,3,1,2,2,6,2,4,3,1,2,NA
"1289",1,NA,1,NA,1,NA,4,3,5,4,3,4,3,4,4,3,3
"1290",0,NA,NA,NA,3,3,7,1,1,4,6,5,6,4,1,3,3
"1291",1,NA,1,NA,2,NA,1,1,2,1,4,3,6,1,2,1,NA
"1292",0,NA,NA,NA,4,4,3,3,2,5,7,4,5,2,3,3,3
"1293",0,NA,NA,NA,3,3,2,4,4,3,4,3,4,3,4,3,3
"1294",0,NA,NA,NA,1,1,1,1,2,1,5,1,6,1,1,2,NA
"1295",0,NA,NA,NA,4,4,1,5,1,1,7,5,5,1,1,1,NA
"1296",1,NA,NA,1,3,NA,4,3,3,3,4,3,4,4,3,3,3
"1297",0,NA,NA,NA,4,4,3,4,3,5,4,4,4,4,3,3,3
"1298",1,1,NA,NA,4,NA,2,3,3,1,4,2,5,2,3,3,3
"1299",0,NA,NA,NA,4,4,1,3,2,4,4,3,4,3,3,4,3
"1300",0,NA,NA,NA,1,1,2,3,3,1,5,3,2,3,3,3,2
"1301",1,NA,1,NA,3,NA,4,4,5,6,1,4,4,4,2,4,3
"1302",1,NA,1,NA,4,NA,3,4,6,7,1,5,1,5,4,3,3
"1303",0,NA,NA,NA,1,1,4,2,3,2,5,3,5,1,2,3,1
"1304",0,NA,NA,NA,4,4,3,1,1,1,5,4,4,1,1,3,3
"1305",0,NA,NA,NA,1,1,4,4,5,3,6,6,4,4,2,1,NA
"1306",1,NA,NA,1,2,NA,3,1,1,1,1,1,1,1,1,1,NA
"1307",1,1,NA,NA,4,NA,1,1,4,1,7,1,7,1,2,3,2
"1308",1,1,NA,NA,1,NA,3,3,2,2,3,4,4,7,1,2,NA
"1309",0,NA,NA,NA,4,4,4,2,1,1,4,2,4,1,2,3,2
"1310",0,NA,NA,NA,4,4,4,1,1,1,7,1,7,1,7,1,NA
"1311",1,NA,NA,1,1,NA,2,3,3,3,2,3,3,3,4,1,NA
"1312",1,NA,1,NA,1,NA,1,1,1,1,7,1,1,1,1,1,NA
"1313",0,NA,NA,NA,2,2,7,2,4,3,3,2,5,1,2,1,NA
"1314",0,NA,NA,NA,4,3,4,1,1,1,7,1,7,4,1,1,NA
"1315",0,NA,NA,NA,4,4,4,2,2,2,6,2,6,2,2,3,3
"1316",0,NA,NA,NA,3,3,4,4,3,3,6,5,4,7,6,1,NA
"1317",1,NA,NA,1,4,NA,3,3,3,2,3,3,4,3,3,4,3
"1318",1,NA,1,NA,4,NA,4,4,3,4,4,5,2,3,5,1,NA
"1319",1,1,NA,NA,2,NA,4,4,4,4,3,5,3,4,5,1,NA
"1320",0,NA,NA,NA,4,4,1,3,1,3,5,3,4,1,3,2,NA
"1321",0,NA,NA,NA,4,4,4,4,2,3,7,3,4,2,2,3,3
"1322",0,NA,NA,NA,2,2,2,2,3,2,4,2,4,3,3,3,3
"1323",0,NA,NA,NA,4,4,1,3,3,3,4,4,4,3,3,1,NA
"1324",1,NA,NA,1,1,NA,4,3,3,5,6,5,5,5,4,2,NA
"1325",1,1,NA,NA,2,NA,3,5,5,5,3,4,3,5,5,1,NA
"1326",1,NA,NA,1,4,NA,4,4,4,3,4,3,5,4,4,4,3
"1327",0,NA,NA,NA,1,1,4,3,5,3,3,3,5,3,3,2,NA
"1328",0,NA,NA,NA,4,4,3,4,4,4,4,4,4,4,4,1,NA
"1329",1,1,NA,NA,2,NA,3,2,2,4,2,2,4,2,4,1,NA
"1330",1,NA,NA,1,1,NA,4,1,1,1,3,4,4,4,1,2,NA
"1331",0,NA,NA,NA,3,1,3,1,1,1,7,1,4,1,1,2,NA
"1332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1333",1,NA,1,NA,4,NA,4,4,5,4,3,5,3,4,4,1,NA
"1334",1,1,NA,NA,2,NA,7,4,4,4,4,5,3,1,4,1,NA
"1335",0,NA,NA,NA,4,4,1,4,3,1,4,3,4,4,1,3,2
"1336",0,NA,NA,NA,1,1,2,6,5,6,2,6,2,3,7,3,3
"1337",1,NA,NA,1,2,NA,3,3,3,4,5,4,4,2,2,3,2
"1338",0,NA,NA,NA,4,4,2,2,1,1,7,2,3,1,1,2,NA
"1339",0,NA,NA,NA,4,4,3,1,1,1,4,1,4,1,1,3,3
"1340",0,NA,NA,NA,4,4,1,1,1,1,1,1,1,1,1,1,NA
"1341",1,NA,NA,1,4,NA,1,1,1,1,1,1,1,1,1,1,NA
